 ,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
c1cc(cc2c1N=C[C@H]1N(CO)C3=C(CC(=CC3)CN)C1=C2)F,4.397774312,2.492,0.824994311,23,311.1433904,2,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
C12=COc3[nH]c(c([C@@H]4CC(=O)[C@@H]5[C@H](O)CC[C@H]45)c3C=C2OCC1)C,4.956679566,2.80412,0.831878396,24,327.1470582,2,4,0,TRUE,0,0,0,0,4,0.8,0,0,1,0.2,0,0,0,0,0,0,0,0,5,
O1CCOC2=C1Cc1c3c(oc1C2)nc1n3CCC1,3.891702385,1.9325,0.724197635,19,258.1004423,0,5,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
c1c2c(CC=C(C2)F)cc(N)c(=Nc2cc(c(cc2)O)F)c1,3.320207476,3.2979,0.848677291,22,300.1074195,2,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C12=CNC=C[C@H]1C=C(N=C2)[C@H](O)C1=C2C(=NC3=C(C2)CC(=C(O)C3)OC)CN=C1,5.601230615,2.6222,0.689819055,29,390.1691906,3,7,0,TRUE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5,
c1c2C=C(Cc3cccc(O)c3)C(=O)C(=N)c2cc(OC)c1,2.694877203,2.97747,0.91361962,22,293.1051933,2,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1C=C2C(=CC(=C1)[C@H]1C=CC3=CC=NCC3=NC1=O)C[C@H](C2)OC,5.004591025,3.1425,0.784631087,24,320.1524779,0,3,0,TRUE,0,0,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,4,
C1[C@H]([C@H]2NCCC2)CC(=C1C)O,3.945618955,1.9804,0.625581876,12,167.1310142,2,2,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
c1c2CCC(=Cc2cnc1[C@H]1NCCC1)O,3.749987062,2.3512,0.757075149,16,216.1262631,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(C(=C2C(=NC1=N)CC1=C(C2)[C@H]2C=C[C@H](C)NNC2=CC1)F)(F)F,5.558117802,3.32387,0.59526176,24,334.1405312,3,3,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
C1=CNC=CC2=C=C[C@@H](c3ccccc3)C=C=C[C@@H]12,5.024854891,3.8234,0.741532655,19,245.1204495,1,1,0,TRUE,0,0,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,3,
[C@H]1([C@H](C)N(c2ccccc2)NC1=N)C(=O)C=C(C)O,3.991344054,2.02407,0.573122959,19,259.1320768,3,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1nnc2c(c1c1ccccn1)NC=C1CC=CC=C1N2,3.586338126,3.1037,0.836971697,21,275.1170954,2,5,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c1cc(ccc1)c1c(F)c(ccn1)C1=NCC2=C(C1)C([C@@H](C1=CC3=C(CC[C@H](N3C=N1)C)O)C=C2)(F)F,4.842480075,6.3781,0.530048395,37,502.1980461,1,5,2,FALSE,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,
CCCC=N[C@H]1c2c(nc3c([C@@H]4N([C@H]5C=C(CC=C5C4)C)C=N3)c2)N(C)C1=O,5.357642533,4.0352,0.591749301,28,375.2059104,0,5,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
c1c(C(=N)N=C2N=CC(=CC2)N(C)C)cccc1F,3.519333704,2.46957,0.642688055,19,258.1280747,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
[C@H]12C=CC=CC1=NNC(=O)C=C2[C@@H](F)c1ccccc1,4.165952917,2.8516,0.88005019,20,268.1011913,1,2,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1(=CCC=NC1)Nc1nc2C=CCC=Cc2cn1,4.123748759,2.677,0.861367618,18,238.1218464,1,4,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1cccc2c1cc(C)cc2,1.237699856,3.14822,0.529725659,11,142.0782503,0,0,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc2c(C3=C(O[C@H](N3)[C@@H](C)CC)[C@@H]2C(=O)O)cc1,4.121552037,2.529,0.875398497,19,259.1208434,2,3,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
n1nc2=CC[C@@](CC=C=c2cc1C)(Cl)C,5.074697728,1.29242,0.616244176,15,220.0767261,0,2,0,TRUE,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,2,
C1=CC=CC=C[C@@H]1C1CCNCC1,3.154986496,2.2844,0.644440652,13,175.1360995,1,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1(cc(Cl)cc2C=C3C(=NC(=N)N=C3)Cc12)OCO,3.845613046,2.06827,0.810609059,19,275.0461542,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(=C(N)[C@@H]1C(=C2C(=CC=NC2)C1)C)C,4.779045195,2.1961,0.672739453,14,188.1313485,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1(N)c(cc(nc1)Cl)NC1=NCC(=NC)O1,3.85496386,1.1436,0.72010425,16,239.0573876,2,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(=C1N(C2=CC=CCC2=NN1)N)=C=C=Cc1c(NC(=O)O)ccc(c1)O,4.225158803,2.2245,0.316874786,26,349.1174893,5,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
CCNC(=O)c1ccc2C=C(N(Cc2c1O)C)OC1=CC=NNC(=O)C1,3.709073536,1.2919,0.754309927,26,356.1484551,3,6,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1N=C2[C@H](C=CC=C2)[C@H]2[C@@H]([C@H]3C(=N)OC4=C3C2=COC2=C4CC3=C2OCO3)C1,5.743472592,3.48487,0.704495983,28,374.1266571,1,6,0,TRUE,0,0,0,0,4,0.571428571,1,0.142857143,2,0.285714286,0,0,0,0,0,0,0,0,7,
c1ccc2c(c1)C1=C=c3nc4c(CC(=C4OC(=O)O)O)cc3=NCN1N2,4.28599072,1.2126,0.665065297,26,348.0858549,3,7,0,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
c1nccc(C(=O)CC2=C(n3c(CCN2)nc2c(cccc32)F)C)c1,2.966957005,3.1776,0.746462627,25,336.1386394,1,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
F[C@H]1CCC=C2[C@@H](N)C3=C(C=C12)Nc1c(cccc1)C=N3,4.403538876,3.0682,0.76755674,21,281.1328257,2,3,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
[C@@H]12CNC3=NN(C)[C@H](C(=C=C4CC=C(Cl)C(=C14)F)[C@H]23)C,5.724885673,2.6847,0.695035745,20,291.0938534,1,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1[C@H](C(=C(C(=O)[C@H](C)N=C2C=CCC=C2)C1)F)[C@@H]1C=CC=C([C@@H]1F)F,5.326014978,4.9122,0.710223061,25,347.1496989,0,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1=Cc2nc(CN)cnc2Cc2c1cccc2,2.909134274,2.0099,0.686225803,17,223.1109474,1,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
Fc1c(O)cc2OC(=C3NC(=N)[C@@H](Cc4cccc(c4)F)N3)Cc2c1,3.838928738,2.55577,0.675899195,25,343.1132332,4,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1cc(N=C(C)C)ccc1[C@H]1CCSC1,3.233130286,4.0194,0.684300539,15,219.1081705,0,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
n12c(=N)[nH]c(Cc3c(C)c4CC5=C(CC(=C(C(=O)N)C5)F)Cc4n3N)c2CNC1,4.67249911,0.66879,0.385290251,29,397.2026366,5,6,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1C[C@H]2c3nc4=CC(=NCc4nc3=CC=C2[C@H](C)C1)C,4.863536472,1.8557,0.717842235,20,265.1578976,0,3,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
C12=C(SCS1)CC(=NC)N2,5.050476794,1.6146,0.600569603,10,172.0128903,1,3,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1CCCCC1=Nc1nc2c(cn1)c(c([C@@H]1C(=C)[C@H](O)C[C@@H]1C)cc2)C,4.306711515,5.01532,0.774911181,26,349.2154125,1,4,1,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c12c(OC3=CC=CCC3=C2)cnc(N(C)C)c1,3.413025766,2.7672,0.735898211,17,226.1106131,0,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C1=CCC(=C2C=C[C@@H](C=C2)[C@@H](C=CC=C2C=CC(=CC2)OC)C=O)C=C1F,4.937458619,5.6264,0.592875285,27,362.1682082,0,2,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1ccccc1C[C@H](CN)C,2.08035899,1.8239,0.696708998,11,149.1204495,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1ccccc1N1CC=CC2=C(Cc3c2cc(cn3)C(=O)O)NN1,3.265595441,2.1326,0.78678819,24,320.1273258,3,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0,0,0,0,0,4,
c1c(cccc1)[C@@H]1C[C@H](NO1)Cl,3.622777145,2.2175,0.53267126,12,183.0450916,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1[C@@H](CC[C@H](C1)CO)[N@]1CC(=C(C(=O)N)N1)CCO,3.312346766,-0.5205,0.538116007,19,269.1739416,4,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1=C(Cl)CC(=C2[C@H]1CC(=C2N)c1ccc(CO)cc1)F,3.767784251,3.6186,0.87406,20,291.08262,2,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C12=C[C@H]3OCC4=C([C@H](C=CC4=C3C=CC2=CC=CC1)C1=C(C)CN(C1)C)Cl,4.996802137,5.0051,0.595713466,27,377.1546421,0,2,1,TRUE,0,0,0,0,1,0.2,3,0.6,1,0.2,0,0,0,0,0,0,0,0,5,
c1nc(nc(=N)c(C)c1)C,2.945582187,0.57291,0.565110608,10,135.0796473,1,3,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c1c(cc(cc1)C1=C2N(CN1)N1[C@H](C[C@H](CC(=N)N)C1=O)O2)C#N,4.509507482,0.49295,0.549974174,24,324.1334738,3,6,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
N=C(c1ccc(F)cc1)c1ccc(N)cc1,1.959157706,2.82407,0.585773076,16,214.0906266,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
N1C(=C(C)C)CC(=C2C(=O)N=C(C=C2)N(CC)C)N1,4.05582705,1.4789,0.701181197,19,260.1637113,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(C(=O)O)cc(C)c(c1C1=CC(=O)C2=Cc3cc(c(cc3CC2=N1)Cl)N)O,3.316090861,3.63872,0.672824129,28,394.0720346,3,5,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
c12=CCC=Cc1cc1=CC=NC(=Cc1c2)NC1=C[C@@H](C=C(C=C1)O)OC,4.832471224,2.5475,0.88601465,26,344.1524779,2,4,0,TRUE,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,4,
c1ccc(cc1[C@H]1OC(=C(C)N1)Cl)F,3.323299633,2.8719,0.774732294,14,213.0356698,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C1(=NNCCCC1)O[C@H]1CNC(=N)[C@H]2[C@@H]3C(=CC(=C12)O)OCN[C@@H]3C,5.720140473,0.94687,0.482877392,25,347.1957397,5,7,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c12c(c(C)ccc2)CC(=C2C(=C(Cl)CC=C[C@H]2N)C)C1,3.950555954,4.19022,0.710804434,20,285.1284273,1,1,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
c12CN=c3cnc(c4ccccc4)cc3=C=Cc2ccnc1,3.408472308,2.3696,0.687432178,22,283.1109474,0,3,0,TRUE,0,0,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,4,
C1C(CCC1)[C@H]([C@@H](O)C)N,3.23488854,0.8847,0.602595526,10,143.1310142,2,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
N1=CC=CC=C2[C@@H]1N1C=C[C@H]3[C@H](C=C(O)C=C3C1=N2)Cl,5.425445545,2.6839,0.695761734,20,285.0668897,1,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
FC1=C[C@H]2N=C(C)[C@H](C=C2C=CC1)c1ccc2c(CC=CC2)n1,4.817757951,4.4028,0.705836596,23,306.1532268,0,2,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
c1cc(C)c(F)c(c1)Nc1nccc2-c3ncc(cc3Cc12)c1ccccc1,2.536179777,5.90592,0.430939509,28,367.1484758,1,3,1,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
c12c3CCCc3ccc2-c2c(c3c(CC(=C3O)c3cccc(F)c3)nc2)C1=O,2.97704857,4.9032,0.51898131,28,369.116507,1,3,0,TRUE,0,0,0,0,3,0.5,3,0.5,0,0,0,0,0,0,0,0,0,0,6,
C12=C(Cc3c4c(C(F)([C@H]([C@@H]5Cc6c(cc(C)cc6)C5)N=C4)F)ncc3C2=O)[C@H]2C(=CO1)C[C@@H](O2)[C@H]([C@@H]1NCCCC1)O,5.652022145,4.26542,0.570227141,42,573.243913,2,7,1,TRUE,0,0,0,0,2,0.25,6,0.75,0,0,0,0,0,0,0,0,0,0,8,
c12CN(c3ccc(c(O)c3O)N3C=C4CCC[C@H]4C[C@@H]([C@H]3C)C)Cc1cc(F)cc2,4.176009405,5.6758,0.62819741,30,408.2213064,2,4,1,TRUE,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,0,0,0,0,5,
C1(=N)C(=Cc2ccccc2)CC[C@H]1C(=O)C,3.086685392,3.08877,0.805371794,16,213.1153641,1,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1cc2[C@@H]3C(=NNC(=C3)Cl)Nc2cc1,3.88726846,2.1926,0.63743015,14,205.0406749,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C12=CC=C3[C@H](C1=CC=C(OC)[C@@H]2O)C=CCC3,4.621824426,2.6502,0.699064788,17,228.1150298,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
[nH]1c2nc3c(nc([C@H]4CC[C@H](C(=O)OC)S4)cc3)cc2c2c1CCC2,4.007582879,3.7095,0.7114745,25,353.1197978,1,5,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1=CC2=C(C=CC1)NC(=O)C2,3.827830625,1.2765,0.549030885,11,147.0684139,1,1,0,TRUE,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,2,
C1(=CC=CC(=C(F)F)C=C1)NC1=NCCCCNC1=N,4.045540897,2.49567,0.689873591,20,278.134303,3,3,0,TRUE,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,2,
O=C(c1cc(cc(O)c1O)C)C,2.043644787,1.60882,0.491865502,12,166.0629942,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1C=C[C@H](C(=C1)F)c1cc2c(C3=NOC[C@@H]3O2)cc1N,4.688041246,2.661,0.631326833,20,272.0961059,1,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1c2C=CCC=Cc2cc(c1)C(=O)OC1CCCC1,2.672228064,4.2161,0.738664722,19,254.1306798,0,2,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1=C(C=NC=CC1)CCC(=O)C,3.587650159,2.2702,0.627161341,12,163.099714,0,2,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
C1=C[C@@H]2OC(=O)c3c(ccc(c3O)C(=O)c3ccccc3)[C@H]2C=C[C@@H]1O,3.836969519,2.7327,0.495252798,26,348.0997736,2,5,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
C1(=NC2=C(C(=S)NC2)CC1)C(=O)NC=N,4.419884767,0.12917,0.352881343,15,222.0575319,3,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(=N)c(ccc2c1CCCN2C)O[C@H]1C[C@@H](C)CN1,3.958907978,1.88277,0.864776873,20,273.1841124,2,4,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
N1CN(Cc2ccc(C)cn2)c2cccnc12,2.670213351,2.17462,0.851733636,17,226.1218464,1,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1c2c(ccc1CN1CCCC1)[C@@H]([C@@H]1CC(=C(C3=NCCCC3=O)C1=N)C)CC2,3.80214545,4.47227,0.825778105,29,389.2467126,1,4,0,TRUE,0,0,0,0,3,0.6,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
C1=CCC[C@@H](N1)c1ccc(cc1)N(C)C,3.134951395,2.6908,0.792888767,15,202.1469986,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C(C)c1cccc2c1nnc(N=C1Cc3c4c5c(cc3)N3C(=C(C)NC3)N5C[C@@H]4C=N1)n2,4.583962358,3.4176,0.681574668,32,422.1967427,1,7,0,TRUE,0,0,0,0,3,0.428571429,3,0.428571429,1,0.142857143,0,0,0,0,0,0,0,0,7,
N1(c2ccccc2)CC(=CNC1)c1ccc(C(=O)O)cc1,2.378016887,2.793,0.907460184,21,280.1211778,2,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
ON1C(=N)N[C@H](c2cc3c(cc2)cccc3)C1=O,3.162761031,1.63667,0.664098079,18,241.0851266,3,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=C(Cl)C=C[C@H](C=C1)C(=O)C)CNC(=O)CCC,3.65964126,2.7268,0.832518492,18,267.1026065,1,2,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
O=C1CCCC[C@H]1C[C@H]1C=Nc2ncncc2C1,4.202719456,2.5006,0.801518536,18,243.1371622,0,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
N12C(=c3c(c4c(=NC(=O)[C@H](N=C4)C(=O)[C@H](CC)C)[nH]3)C2)CNC1=C,5.174238353,-0.4246,0.738482889,24,325.1538748,2,5,0,TRUE,0,0,0,0,3,0.75,0,0,1,0.25,0,0,0,0,0,0,0,0,4,
[C@@H]1(N=C2NC=C(C=C2O1)C(=C)N)C=C(O)[C@H]1CCC(=COC)O1,5.430657013,1.6933,0.682636648,23,317.1375561,3,7,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c12cc3-c4c(cc(O)cc4)Cn3c(=O)c2CCCCC1,2.519408103,2.8515,0.636353786,20,267.1259288,1,3,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c12c(c3c(nc4c(c5=C[C@H](C)C=CC=c5[nH]4)c3)[nH]2)CNC1=N,4.666639168,1.23967,0.502152735,22,289.1327455,4,2,0,TRUE,0,0,0,0,3,0.6,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
C1C[N@]2[C@H](C3=C(C(=N)C4=NC(=O)C(=C[C@H]34)OC)C2)CC=C1O,4.863924499,1.36397,0.765311849,22,299.1269914,2,5,0,TRUE,0,0,0,0,2,0.5,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C12=C(CCC2)[C@@H](N)C(=CNC)C=C1,4.399872966,1.4673,0.634603408,13,176.1313485,2,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c2c(c3[nH]c4nc5NC[C@]67[C@@H](c8ccccc8C7)CCc(c4c3n1)c56)CCN2,4.893085486,4.0285,0.43160378,29,379.1796957,3,4,0,TRUE,0,0,0,0,4,0.5,4,0.5,0,0,0,0,0,0,0,0,0,0,8,
C1C2=CC=NCC2=NC(=N)N1C=C1C=CC=CC=C1,4.497378614,2.25467,0.762117435,19,250.1218464,1,2,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1c(C2=C[C@@H]3C(=N[C@H]4C(=C3)C(=NCO4)C)NN2CC)cccc1,4.601009846,2.597,0.913405605,23,308.1637113,1,5,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
c1c(cncc1)[C@H]1C(=O)N=C(C=C1)C(=S)N,3.735682315,0.9887,0.770557353,16,231.0466329,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1CC=C(S1)C(=O)c1cc2CC3=C(C[C@H](C3)Cl)c2cc1N,4.261776691,4.1832,0.505222811,21,317.0641128,1,3,0,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
CC1=NNC(=C2Cc3c(ccc(Cl)c3)[C@H]12)C1=CCCC(=C1)O,3.996896758,4.375,0.808203685,22,312.1029408,2,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C1N=C2C3=CC=CCC=C3C[C@H]2[C@H]2C=C3C4=C(C(=O)NC(=C)C3)C(=O)CC4=C12,5.163657487,3.4294,0.666172844,28,368.1524779,1,3,0,TRUE,0,0,0,0,2,0.333333333,2,0.333333333,2,0.333333333,0,0,0,0,0,0,0,0,6,
N1=CC=C2[C@H]3C(=CCC=C3)C[C@@H]2C1=O,4.887002698,2.0462,0.530921187,14,185.084064,0,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c12[nH]c3c(c2C2=C(O)[C@H](c4ccccc4)C[C@@H]2N1)OCC3,4.147033348,3.2003,0.751562271,21,280.1211778,3,3,0,TRUE,0,0,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
c1c(cc([C@@H]2N=CNC=C2)nc1)[C@@H]1C=CC=CC=C1,4.315496954,3.0337,0.874365305,19,249.1265975,1,3,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C1(=CCC=C[C@@H]1F)N1CC(=C=C2C=CC(=C(O)[C@@H]2COC1)[C@@H]1C=CC=CC=C1)O,5.950078191,4.7217,0.526467315,29,393.1740218,2,4,0,TRUE,0,0,0,0,0,0,2,0.5,1,0.25,0,0,1,0.25,0,0,0,0,4,
N12C[C@@H]3C=C([C@@H](N)C=C3[C@@]1([C@@H]1C(=CC=CC1)NC2=O)C)C(=O)NC(=O)N=C1C=CCC=C1,5.607457657,2.2471,0.552149704,32,431.1957397,3,4,0,TRUE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5,
[C@H]1(CS[C@@H](Oc2cc3cnc4ccccc4c3cc2)C1)C(=O)O,3.42531019,3.9306,0.739406702,23,325.0772643,1,4,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
c1nc2c(cc1NC)c1CCCc1[nH]2,2.690260698,2.0933,0.717347821,14,187.1109474,2,2,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c12=CN=C[C@@H](O)c2c(cc2c1=C[C@H]1C=C(C(=CC=C1N2)N)F)N,5.274267901,0.5403,0.52589925,23,310.1229893,4,5,0,TRUE,0,0,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,4,
C(=Cc1ccccc1)CNC(=O)OC,1.968099432,2.0558,0.793682848,14,191.0946287,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C1=C[C@@H]2NC3=C([C@H]2C(=N)N=C1C1=CC=CCC=C1)CC=C1C=CCC=C31,5.195591187,4.47547,0.727103767,26,339.1735477,2,2,0,TRUE,0,0,0,0,1,0.2,2,0.4,2,0.4,0,0,0,0,0,0,0,0,5,
C(=C1[C@@H]2C=NC(=N)C=C2N[C@@H]1[C@@H]1NC2=C(NCN2)C1)N,5.917915041,-0.95613,0.368080383,20,271.1545435,6,6,1,TRUE,0,0,0,0,3,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,4,
c12=NCN(C=c2c2c([nH]1)ccc(F)c2)C,3.508685176,0.5675,0.666440291,15,203.0858755,1,2,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
