smiles,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings,error
c1c(cncc1c1nc(oc1)CC)Cl,2.56054174,2.9524,0.761852754,14,208.0403406,0,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c2nc(sc2cc(C(=O)NNc2sc(cn2)C)c1)NC,2.528752851,2.85982,0.644503369,21,319.056152,3,7,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
N1=C[C@@]([C@H](CC[C@H]2C[C@H](NN2)C(=O)CNc2c(C)cc(cc2)Cl)C=O)(C)CC1=O,4.886702022,2.46722,0.532573548,29,418.1771684,3,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
n1c(ccc(c1N)Nc1ccc(F)cc1)C,1.929225398,2.85492,0.812781099,16,217.1015256,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
[C@H]1(CC[C@H](CC1)CN[C@@H]1S[C@@H](C1)[C@@H]1C[C@H](N(C)C1=O)N)C[C@@H]1N=C1NC(=O)C[C@H](N)[C@@H]1CC[C@H]([C@H]1C)C(=O)N[C@H](S)N[C@H](O)C,6.04964632,0.9013,0.104437922,45,666.3709442,8,11,3,FALSE,1,0.2,1,0.2,2,0.4,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
s1ccc2c1nc1n2CC(=N1)N,3.801707276,1.1001,0.656355894,12,178.0313172,1,5,0,TRUE,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
NCCC(=O)[C@H]1SC2=CC3=C(OC(=CC=C3)CC(=O)NC(=O)OO)CC=C2C1,4.748885299,2.4641,0.470879978,28,404.1042074,3,8,0,TRUE,0,0,0,0,1,0.333333333,0,0,2,0.666666667,0,0,0,0,0,0,0,0,3,
C12=CC=C([C@H](C#N)[C@H](F)C#N)C=C[C@@H]2[C@@H](N1)c1cnc(C2=NCN=C2)nc1,5.533503956,1.94966,0.883314744,27,359.1294717,1,7,0,TRUE,0,0,1,0.25,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,0,0,4,
C1=NC(=NCC1=C1OC=CS1)CCNC,4.631365287,1.525,0.788818153,15,223.077933,1,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
[C@@H](CCCNc1ccc(N(O)CCCc2ncn[nH]2)cn1)(CCCOC)O,3.46429708,2.0077,0.291073508,27,378.2379388,4,8,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(c2ccc(cc2N)C)cnc(N)c1C#N,2.356303898,2.0931,0.725702402,17,224.1061964,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
n1c(ccc(NCC(=O)O)n1)c1ccc([C@]2(NO2)O)cc1,3.240248647,0.2775,0.577024588,21,288.0858549,4,7,0,TRUE,1,0.333333333,0,0,0,0,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1ccccc1C(=O)N,1.159217546,0.7855,0.585936717,9,121.0527638,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1cc(N2[C@@H]3[C@@]42C[C@@H]4CC3)ccc1C1=NC[C@H]([C@@H](C)CCC[C@H](C)C(=O)OC=O)[C@H](C)N1,5.595364755,3.9243,0.274380779,32,437.267842,1,6,0,TRUE,2,0.4,0,0,1,0.2,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
OC(=O)c1c(F)c(Cc2ccccc2)c(N)[nH]1,2.387389986,2.025,0.759728991,17,234.0804558,3,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
[C@@H]1([C@@H]2C3=CC(=CC[C@]23CN1)C1=NC(=O)C=C1)NCc1c(cc(cc1)F)F,5.096432856,2.3938,0.874015584,26,353.1339686,2,3,0,TRUE,1,0.2,0,0,2,0.4,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
SCN(CO)CO,4.093508202,-0.9247,0.335578228,7,123.0353995,3,4,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N1=C(N=C[C@H]2C1=CN=C2CO)C,4.950181736,0.3937,0.597029102,12,163.0745619,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
N1=C(NCC)C(=O)CN=C1,3.720530356,-0.3946,0.537332108,10,139.0745619,1,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(#N)Cc1ccccc1O,2.100569916,1.45828,0.629799588,10,133.0527638,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1ccoc1CNC1=N[C@@H]2C(=NC1)N=CS2,4.354715008,1.281,0.838094372,16,234.0575319,1,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
N([C@H]1SC(=N)C1)C(=S)[C@H](N)c1sc2c(cccc2)n1,4.025152684,2.65337,0.760163436,19,308.0224094,3,6,0,TRUE,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C(C#N)c1ccc(C2=C(F)[C@@H]([C@]3(CCNC3)O)C=NC2=O)s1,4.453863953,1.44638,0.882743637,22,319.0790759,2,5,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1CC[N@]2CCCCC[C@@H]2C1,2.173163547,2.4149,0.516343519,11,153.1517496,0,1,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
O=N(=O)c1ccc(c(c1)O)C,1.873009885,1.60882,0.491999925,11,153.0425931,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
N#Cc1nnc(CCNC(=O)C2=NNON2)[nH]1,4.130626707,-2.31202,0.459902761,17,236.0770215,4,8,0,TRUE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
n1c2ncc(c3cccc(C(=O)N)c3)c(c2c(n1C)C)O,2.609867758,1.74822,0.748309518,21,282.1116757,2,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C1(=O)N2[C@@H](CCCN3CCCC3)[N@]2S[C@H]1C(=O)CCc1c(N)oc(c1c1ccccc1)C,4.409519039,3.63062,0.351907192,32,454.2038618,1,7,0,TRUE,1,0.2,0,0,3,0.6,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
c1nccc(c1)c1cc(S(O)(O)O)ccc1,2.147671552,3.3311,0.74858239,16,237.0459642,3,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c12c(CCC[C@@H](N2)N(NO)C(=O)c2ccc(nc2)C)cccc1,3.302138648,2.50052,0.759137895,23,312.1586259,3,5,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
C(#N)[C@@H](CC1=CC=C(C)NC=C1)[C@@H](OC)O,4.750595387,1.42818,0.703300064,16,220.1211778,2,4,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
Cc1c(c(ccc1NC(=O)c1cccc(c1)CCC)O)OC,1.937363206,3.91402,0.822823235,22,299.1521435,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cccc(C[C@H](NO)C(=O)N[C@H]2C3=C([C@@H](C(=O)NO)CN3)C2)c1,4.057176729,-0.5561,0.306749856,24,332.1484551,6,6,1,TRUE,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@H]1(C2=CN=NC2)C[C@@]2(C3=C(N[C@@H]2C)CC=C(c2ccccc2)C=C3)CC1,5.180193048,5.4119,0.765437735,26,343.2048478,1,3,1,TRUE,0,0,0,0,3,0.6,1,0.2,1,0.2,0,0,0,0,0,0,0,0,5,
c1nccc2c1nc(NC)s2,2.409659952,1.733,0.698937467,11,165.0360682,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1sc2nc(ncc2n1)C,2.798953717,1.39472,0.570823351,10,151.0204182,0,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
N(c1c(c(ccc1NCC1=CCN=C1)[C@@H]1CC[C@H]2C[C@H]1C=CC=C2)C)N,5.331767085,4.32922,0.548122586,26,348.2313969,3,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1ncc(c2cc(C)c(O)cn2)cc1,2.206000586,2.15762,0.741842376,14,186.0793129,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
Fc1c(cc(cc1)N=N)F,2.58414629,2.62727,0.584912044,10,142.0342546,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
[C@]12([C@@](F)([C@@H]1C2)[C@@]1(CO1)[C@@H]1[N@](C1(O)O)[C@H]1OC1)Cc1c2c(oc1N)CC(=NC2)O[C@@H]1[C@@H]2[C@H]1NCC2,6.453082503,-0.5881,0.314494968,34,474.1914628,4,10,0,TRUE,6,0.666666667,0,0,2,0.222222222,1,0.111111111,0,0,0,0,0,0,0,0,0,0,9,
N1=C[C@]2(OC(=CO2)C(=O)NCc2cnccc2)C=C1,4.302216074,0.8804,0.872025004,19,257.0800412,1,5,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
O=C1c2ccc(cc2C2=CN=CCN12)c1sc(cc1)CC(=O)O,3.070988025,2.8808,0.943559003,23,324.0568632,1,4,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C(CNC(=O)COCCc1ccc(cc1)c1ncc2cc(OCCO)c(=O)ccc2c1)O,2.585811408,1.3007,0.386340184,32,438.1790866,3,7,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1(ccccc1)NC(=O)CC(=O)N,1.584262827,0.5005,0.661354128,13,178.0742276,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1ccc(O)c(c1)N[C@H](OO)N=C(C)C,3.598717991,2.0581,0.233649292,15,210.1004423,3,5,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
N(c1cc(c2ccc(cc2)OC(C)C)nnn1)[C@@H](C)c1cc(c(cc1)O)CO,3.024154043,3.6968,0.574486841,28,380.1848406,3,7,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
O(CC)C1=N[C@H]2SC(=CN2C1)NCc1c(F)c(NNc2cc3c(C=CNC3)cc2)ncn1,4.615717186,2.7981,0.470860123,32,454.1699566,4,10,0,TRUE,0,0,0,0,2,0.4,3,0.6,0,0,0,0,0,0,0,0,0,0,5,
N1=CN=C(C1=S)N[C@H]1O[C@@H]1C,4.895894381,0.0886,0.446762798,11,169.0309828,1,4,0,TRUE,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,
C1C([C@H]2N=NC3=NC(=C4C(=N)C5=CC[C@@H](C#N)C=C5C4)SN23)C1,5.552942629,3.53945,0.748857742,23,322.1000654,1,7,0,TRUE,1,0.2,0,0,3,0.6,1,0.2,0,0,0,0,0,0,0,0,0,0,5,
C1[C@@H]([C@H]1C(=O)O)Cc1cc2c(cc1)[C@H](NCc1cc(CCN)cnc1)C(=O)N2,3.756102917,1.629,0.55292388,28,380.1848406,4,5,0,TRUE,1,0.25,0,0,1,0.25,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1C(C1)c1cncc(Cl)c1,2.117200136,2.6124,0.604607724,10,153.0345269,0,1,0,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(SCCC[C@@H](O)C(=O)O)cncc1c1ccc(C)cc1,2.772463897,3.37482,0.604988265,22,317.1085645,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc(nc2c1cc(cn2)c1ccccc1)N,1.982405659,2.879,0.687009097,17,221.0952974,1,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1c(ccc2[nH]c3cnccc3c12)N([C@H](C)C(=O)O)C,2.927817218,2.6254,0.766547625,20,269.1164267,2,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
C(=O)(c1ccc(c2ccccc2)cc1)C1=N[C@@H]2C(=C1)C=CN=C2,3.403729495,3.884,0.792712685,23,298.1106131,0,3,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
N1=c2ncnc(NN)c2=NC1,3.887425336,-2.0275,0.3567618,11,150.0653942,2,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(cn[nH]1)c1ncc2c3cc(Cl)ccc3[nH]c2c1,2.549998669,3.7596,0.552162289,19,268.051574,2,2,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1(cnc(CCC=O)cc1)[C@@H]1OCCC1,3.066011015,2.0646,0.706192793,15,205.1102787,0,3,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
CC=COCCCC,2.766979659,2.3367,0.402367918,8,114.1044651,0,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C1(=Sc2cc(ncc2)CNC)C=CCC=CN1,4.233565966,1.8185,0.56318541,17,247.1143185,3,2,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
c1cc(ccc1NC#N)C(=O)O,2.060625477,1.27778,0.507061795,12,162.0429274,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(CN(N=C)C(C)C)CC,3.395306645,2.1125,0.423807039,10,142.1469986,0,2,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
N(c1nnc([C@@H](C)CC=C)s1)c1ccc(cc1)O,2.968428904,3.6669,0.636638062,18,261.0935831,2,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
n1nc(ccc1[C@H]1C(=O)CC(=O)C=C1)F,3.88988564,0.7974,0.637387142,15,206.0491557,0,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
NC(=C=C1C=CCC=CC1)C(=NCCCCO)C#N,4.078287405,1.99758,0.341833806,19,257.1528122,2,4,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c12C=C3C(=Cc4c(cccc4O)O3)C=Nn2ncc1,3.928004987,2.2531,0.78080576,19,251.0694765,1,5,0,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1c(n2sc(=O)nc2)ccc(O)c1,3.208280083,0.9996,0.73638256,13,194.0149984,1,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
S=c1occ(c2cccc(c2)N)o1,3.012184864,2.85129,0.558532554,13,193.0197495,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
s1c2c(cncc2)cc1,2.337022879,2.2963,0.539773573,9,135.0142702,0,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(=O)(c1ccc(cc1)Cl)NCCC,1.312047442,2.4798,0.79278508,13,197.0607417,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
C(=O)(NN[C@H]1CC(=O)C=CC(=C1)Cl)c1cc(cnc1)[S@](=O)c1ccc(cc1)N(O)N,4.336123792,1.5723,0.3864903,30,447.0768027,4,8,0,TRUE,0,0,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,3,
c1cc(c(C#C)cc1NC(=O)c1ccccc1)OC,1.79441561,2.9288,0.851671993,19,251.0946287,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1cc(COC(=O)[C@H]2CC[C@H]3[C@H](CCC(=C4C(=CC=C34)O)C)C2)ccc1,3.751006708,5.2545,0.756975405,26,350.1881947,1,3,1,TRUE,0,0,0,0,1,0.25,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4,
c1cccc(N(N)C(=O)Nc2cnc(CN)s2)c1,2.937347553,1.514,0.443990806,18,263.084081,3,5,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
OCn1cc(c(=O)[nH]1)C,3.475578007,-0.56538,0.532007977,9,128.0585775,2,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
O=C1NC(=NCC=C1C)C(F)(F)F,3.471212601,1.0233,0.611304507,13,192.0510475,1,2,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c1ccc(c2nnc(cc2F)NCCCCC(=O)N)cc1,2.273219774,2.3502,0.766273032,21,288.1386394,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C1(=CC=C(C(=O)C)C=CN1)C,3.685909567,1.5225,0.6120961,11,149.084064,1,2,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
C[C@H](OC)c1ccc(cn1)NC1=NCC(=O)S1,3.726110999,1.8303,0.887545348,17,251.0728477,1,6,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1cccc(c1Cl)C#CCC(=O)O,2.398335904,2.1662,0.696111275,13,194.0134571,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1ccc(N2N[C@H]2CO)cc1,3.317430247,0.3296,0.59703247,11,150.0793129,2,3,0,TRUE,1,0.5,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1ccc(O)c(c2cnc(nc2)C(=O)Nc2cccnc2)c1,2.207834415,2.4965,0.773996226,22,292.0960256,2,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C(C)(C)N(O)c1cnc(C)cc1,2.767405023,1.99402,0.682455678,12,166.1106131,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
CC(=S)Nc1cc2ccc(cc2nc1)OC,2.188619245,3.0026,0.807059719,16,232.067034,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
C(O)NNc1cc(c(Cl)cc1)C,2.546113589,1.51472,0.495523494,12,186.0559907,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
[C@]12([C@H]3[C@@]1(C[C@@H](C(=O)N)CC3)S2)NC(=S)NCCCO,5.054041396,-0.07,0.322998126,19,301.0918688,4,4,0,TRUE,2,0.666666667,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C(S)[C@@H](C(=O)O)N,2.97861987,-0.6719,0.424381502,7,121.0197495,3,3,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[C@H]1(CC[C@H](CC1)CSC)[C@@H](OCCNN=CC[C@]1(N2C(=O)SCC2)[C@H](O)C1)CO,4.818097705,2.171,0.240732397,29,445.2068986,3,8,0,TRUE,1,0.333333333,0,0,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
c1([C@H](c2nncc(Nc3ccc(O)cc3)c2O)OC)ccc(OC)cc1,3.025640668,3.3758,0.584590025,26,353.1375561,3,7,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
C[C@H]1C2=C(C=CC1=O)C(=CC2)CNC(=O)c1nnn(c1)[C@H]1NCCNC1,4.46748415,0.101,0.70907078,26,354.1804239,3,7,0,TRUE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
c1cc(O)c(O)cc1,1.503190848,1.0978,0.490727669,8,110.0367794,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1(nnc(c2csc(c2)C#N)[nH]1)c1c(O)c(Cl)cnn1,3.70147369,2.22088,0.750524343,20,303.9934075,2,7,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
[C@@H](c1cc([nH]c1)C(=C)CNC)(C#N)CO,4.164151011,0.84678,0.66687349,15,205.1215121,3,3,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1ccccc1N1C[C@@H](C(=O)N1)[C@@H](F)c1c(cc2OC[C@@H]([C@@H](OC)c2c1)C)N,4.363144785,3.163,0.790921435,28,385.1801698,2,5,0,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4,
C(N)Nc1cc(c(cc1)Cl)Cl,2.058488029,2.3215,0.703605858,11,190.0064536,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1cc(ccc1NC(=S)NC)C#N,1.960535904,1.47448,0.65994092,13,191.0517183,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
N(C(=O)Nc1cc2ccccc2cc1)c1ccc2[C@H](F)C(=CCc2c1C#N)O,3.237109269,5.36408,0.564870476,28,373.122655,3,3,1,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,
NC(=O)N[C@H]1[C@@](C[C@@H]1C)(c1c(F)c(ccc1)C1=CN=C2[C@H]1C(=C(COC=O)C(=C2)O)C)Cl,5.206488741,3.6932,0.444229732,32,459.1361121,3,5,0,TRUE,0,0,1,0.25,1,0.25,2,0.5,0,0,0,0,0,0,0,0,0,0,4,
C1COCC(=O)C1,2.86338974,0.3659,0.439195003,7,100.0524295,0,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1(csc(n1)Nc1ccc(C(=N)C)cc1)C,2.238157706,3.58289,0.793065373,16,231.0830184,2,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1cc2C[N@]3[C@@]45[C@H](C[C@@H]([N@@]4S5)NCCC)[C@H]3Cc2cc1,5.129764665,2.3901,0.679101431,20,287.1456187,1,4,0,TRUE,1,0.2,1,0.2,1,0.2,2,0.4,0,0,0,0,0,0,0,0,0,0,5,
N(=Nc1ccc(C(=O)O)cc1)[C@@H]1CCC=C2C(=C=C1)CNC1=CC=C[C@H]21,4.802055883,4.3119,0.633024521,26,345.1477268,2,4,0,TRUE,0,0,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0,0,0,0,0,4,
n1c2cnccc2ccc1,1.914261674,1.6298,0.541281911,10,130.0530982,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,
c1(c(Oc2ccc(cc2)O)c(N)nc2c1cccc2)O,2.149880978,3.0205,0.664456456,20,268.0847922,3,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,
c1(c(cccn1)C(=S)N)N,2.264848854,0.298,0.569347177,10,153.0360682,2,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
c1([nH]nc(CC)c1)CC(=O)C,2.806715721,1.1036,0.704608972,11,152.094963,1,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1c2c(cc(C#CCC)c1)NCN2,3.180006552,2.243,0.586353597,13,172.1000484,2,2,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
C(CCCNC(=O)[C@@H]1CCCO1)C,2.379397291,1.4718,0.658639574,13,185.1415788,1,2,0,TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
c1(nncc(NC(=O)C)c1)C1=NN2[C@@H](CC[C@H]2S1)C,4.160534783,1.6538,0.8897991,19,277.0997311,1,6,0,TRUE,0,0,0,0,2,0.666666667,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C1[C@]2(O[C@@H]2[C@H]1CO)Nc1cc(cnc1)C(=O)N,4.301180416,-0.3003,0.621896551,17,235.0956913,3,5,0,TRUE,1,0.333333333,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,3,
C(=O)(c1ccc(cc1)NCC(=O)O)c1cc(c[nH]1)C1=CC[C@@H](OC)C[C@H]1O,3.652135149,2.2953,0.556617165,27,370.1528718,4,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
N(Nc1ccc(=O)c(F)cc1)[C@@H](C(=O)O)Nc1ccc2c([C@H](CCC)N(C2=O)C(=O)C)n1,4.06096355,1.8637,0.355319195,32,443.160497,4,8,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3,
[C@H]1(CC[C@H](O)CC1)[C@@H]1CCCC[C@H](NCC(=O)N2CCN[C@@H]2CC[C@H](CC)OS(O)(O)O)CN1,4.588784752,2.4998,0.237398823,34,506.3138062,7,9,2,FALSE,0,0,0,0,1,0.333333333,1,0.333333333,0,0,1,0.333333333,0,0,0,0,0,0,3,
O(C)C1=NC=NC(=CC1)N,4.14297651,0.2634,0.523046461,10,139.0745619,1,4,0,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
c1c(cc(Cl)cc1)OCCC1=NC=NC=C(C(=O)NCSC(=O)CN)N1,3.695066288,1.2725,0.570317995,26,395.0818881,3,8,0,TRUE,0,0,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,2,
O=C(CC)c1sc2C[C@H](CCc2n1)O,3.281814426,1.5854,0.755611217,14,211.0666997,1,4,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2,
c1c(ccc(c2nc3ccccc3s2)n1)CN,2.043921351,2.817,0.750230428,17,241.0673684,1,4,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3,
c1c(NC(=O)O)cncc1Cl,2.150038798,1.8249,0.679436347,11,172.0039551,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
